List,Stimulus,Stimulus_raw,Stimulus_English,Category,Typicality,Typicality_class,Typicality_rating,AoA_rating,Familiarity_rating,Frequency_DlexDB,logFreq_WebXL_lemma,Length,NameAgrmnt_Avrg,Naming_Round,Picture,Audio_Name,Image_Link,Audio_Link,
2,Feige,Feige,fig,fruit,atypical,3,3,5,3,1.619,4.324,4,79,1,Feige_adjusted.jpg,Feige.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Feige_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Feige.wav,
2,Blutorange,Blutorange,blood orange,fruit,midtypical,2,2,5,3.6,0,3.631,10,88,2,Blutorange_new.jpg,Blutorange.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Blutorange_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Blutorange.wav,
2,Bus,Bus,bus,vehicle,typical,1,1,2,4,6.965,5.897,3,100,1,Bus_adjusted.jpg,Bus.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Bus_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Bus.wav,
2,Olive,Olive,olive,vegetable,atypical,3,3.389,5.632,4.1,1.684,4.57,5,90,1,Olive_adjusted.jpg,Olive.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Olive_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Olive.wav,
2,Segelschiff,Segelschiff,sailing ship,vehicle,midtypical,3,3.65,3,3,1.831,3.881,8,91,1,Segelschiff_adjusted.jpg,Segelschiff.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Segelschiff_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Segelschiff.wav,
2,Reh,Reh,roe deer,animal,typical,1,1.65,2.3,3.55,3.008,4.477,2,94,1,Reh_adjusted.jpg,Reh.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Reh_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Reh.wav,
2,Keyboard,Keyboard,keyboard,musical instrument,atypical,3,3,5,3,0.458,4.654,6,90,2,Keyboard_new.jpg,Keyboard.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Keyboard_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Keyboard.wav,
2,BH,BH,bra,clothes,midtypical,2,2.55,5,4,None,4.539,4,100,1,BH_adjusted.jpg,BH.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/BH_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/BH.wav,
2,Gurke,Gurke,cucumber,vegetable,typical,1,1.1,2,4,4.415,4.783,5,100,1,Gurke_adjusted.jpg,Gurke.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Gurke_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Gurke.wav,
2,Libelle,Libelle,dragonfly,animal,atypical,3,3.579,3.85,3.15,1.815,4.053,6,98,1,Libelle_adjusted.jpg,Libelle.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/Libelle_adjusted.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/Libelle.wav,
2,E-Gitarre,E-Gitarre,electric guitar,musical instrument,midtypical,2,2,5,3,0.016,4.105,7,100,2,E-Gitarre_new.jpg,E-Gitarre.wav,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Final_Images/E-Gitarre_new.jpg,https://www.ling.uni-potsdam.de/~lampe/SemMerk/Audios/E-Gitarre.wav,
